nid,location,stats_number_students,stats_pc_intl_students,stats_student_staff_ratio,scores_teaching,scores_research,scores_citations,scores_industry_income,scores_international_outlook,member_level,public,private,subjects_offered lenth,rank
876,7,30211.0,0.17,17.8,40.5,38.9,70.8,96.0,76.1,1,False,False,35,0-500
670,60,27530.0,0.15,17.5,40.9,35.3,75.9,78.2,73.9,0,True,False,35,0-500
716,59,15200.0,0.3,15.7,37.5,35.5,81.3,66.6,94.5,0,False,False,25,0-500
655,36,15607.0,0.12,13.0,35.2,37.1,82.1,76.7,77.4,0,False,False,25,0-500
607,60,25347.0,0.14,19.7,37.0,34.8,83.9,69.8,76.1,0,True,False,29,0-500
898,17,40639.0,0.2,38.1,35.4,36.0,82.9,90.1,65.0,0,False,False,25,0-500
609,59,16330.0,0.23,13.6,31.5,31.3,90.1,59.7,88.8,6,False,False,29,0-500
722,60,15692.0,0.1,12.3,40.6,43.4,75.7,67.8,76.7,0,True,False,36,0-500
606,60,28098.0,0.05,10.7,46.5,33.2,78.0,91.5,54.3,0,True,False,32,0-500
658,17,6858.0,0.13,33.0,38.6,43.2,73.4,96.6,74.6,0,False,False,21,0-500
788,5,24237.0,0.21,32.5,34.0,42.8,72.9,96.7,74.5,0,False,False,34,0-500
606429,30,17991.0,0.26,9.1,45.5,36.7,69.2,60.8,88.9,0,False,False,35,0-500
967,49,12424.0,0.29,14.7,37.2,32.3,84.5,87.0,75.9,0,False,False,26,0-500
757,2,22945.0,0.16,31.3,31.7,36.0,84.8,84.6,83.3,6,False,False,34,0-500
131756,15,10857.0,0.08,20.7,34.3,38.9,84.7,69.7,63.6,6,False,False,28,0-500
731,12,17572.0,0.14,9.5,30.3,35.0,88.3,95.0,76.8,0,False,False,31,0-500
1031,17,14410.0,0.21,25.1,43.5,49.7,62.9,99.9,61.1,0,False,False,19,0-500
808,2,14344.0,0.29,18.9,32.0,36.3,81.6,76.7,90.0,0,False,False,33,0-500
737,60,37225.0,0.13,18.5,40.7,40.6,79.7,77.9,65.3,11,True,False,35,0-500
613,59,7625.0,0.41,15.1,34.7,32.2,77.8,64.6,91.6,0,False,False,24,0-500
933,53,7157.0,0.07,14.9,26.7,32.5,92.1,93.6,51.3,0,False,False,13,0-500
698,7,17757.0,0.28,14.7,29.6,32.9,76.9,78.2,88.5,11,False,False,33,0-500
823,2,15324.0,0.33,31.1,27.2,37.3,78.9,71.6,88.3,0,False,False,34,0-500
131777,60,41180.0,0.07,25.5,37.3,40.5,76.3,67.3,58.0,0,True,False,34,0-500
825,2,30328.0,0.17,26.3,28.5,36.1,83.1,78.4,82.5,6,False,False,34,0-500
587910,5,5770.0,0.15,28.9,33.1,38.2,73.4,88.5,72.1,0,False,False,27,0-500
585,26,19205.0,0.06,9.1,45.1,37.2,70.9,72.0,45.6,0,False,False,30,0-500
981,9,35950.0,0.03,15.2,34.2,32.9,91.7,93.1,32.9,0,False,False,27,0-500
623529,45,29889.0,0.16,7.0,39.0,30.2,74.3,58.5,90.9,0,False,False,36,0-500
131724,28,18342.0,0.13,7.8,53.8,47.6,53.3,98.5,49.2,0,False,False,36,0-500
837,59,16420.0,0.25,14.3,35.6,33.9,76.2,70.2,91.2,0,False,False,32,0-500
729,36,37923.0,0.09,14.8,35.3,39.3,75.4,72.3,66.3,0,False,False,33,0-500
131454,60,2870.0,0.03,0.9,39.0,21.2,91.6,89.4,33.7,0,False,False,5,0-500
639,7,28034.0,0.17,26.5,35.0,36.4,76.2,79.8,76.3,11,False,False,33,0-500
718,17,31388.0,0.19,18.8,35.8,39.3,71.8,74.9,61.9,0,False,False,33,0-500
546,60,46848.0,0.16,11.2,44.1,29.9,79.2,69.1,61.8,0,True,False,34,0-500
802,23,9491.0,0.01,21.8,36.5,36.6,78.7,95.4,31.6,0,False,False,14,0-500
709,7,27262.0,0.31,30.5,28.6,35.5,81.8,84.5,92.2,11,False,False,29,0-500
589112,9,41806.0,0.04,12.7,37.6,45.4,71.4,99.3,46.3,0,False,False,30,0-500
732,47,24979.0,0.07,25.5,31.2,40.1,74.6,89.5,59.6,0,False,False,35,0-500
872,59,3705.0,0.17,14.0,23.0,27.0,95.9,70.7,77.5,0,False,False,2,0-500
857,59,18360.0,0.23,16.7,27.6,30.5,89.1,58.4,89.8,0,False,False,31,0-500
670629,15,16895.0,0.08,19.2,30.2,38.9,80.4,93.5,53.7,0,False,False,29,0-500
131711,60,29284.0,0.04,17.3,37.8,31.8,79.1,71.0,54.5,0,True,False,35,0-500
810,3,10606.0,0.33,17.6,45.0,46.7,55.1,93.0,87.7,0,False,False,12,0-500
131360,27,25590.0,0.06,34.6,36.5,31.6,88.8,77.4,48.2,0,False,False,22,0-500
623415,52,3832.0,0.69,12.0,36.1,26.5,81.0,87.5,98.4,1,False,False,12,0-500
881,17,7655.0,0.15,20.7,38.9,41.2,66.1,81.7,67.5,0,False,False,29,0-500
1023,17,11768.0,0.14,20.2,40.8,40.6,70.3,63.7,64.3,0,False,False,31,0-500
592058,60,19567.0,0.08,4.0,34.1,25.4,93.6,73.1,36.9,0,True,False,31,0-500
879,60,28524.0,0.11,11.6,41.1,31.5,76.0,68.6,65.0,0,True,False,34,0-500
640,59,15145.0,0.31,19.5,26.2,32.2,84.6,79.9,92.2,0,False,False,28,0-500
131759,9,38924.0,0.02,16.4,35.6,37.2,80.7,98.3,33.7,0,False,False,21,0-500
131525,17,8652.0,0.14,38.9,35.6,36.6,79.9,73.9,61.7,0,False,False,10,0-500
677,3,14546.0,0.5,22.6,33.2,35.9,68.6,83.0,94.1,0,False,False,30,0-500
724,17,29036.0,0.09,23.6,31.9,33.9,82.4,63.5,62.8,0,False,False,34,0-500
704,27,51208.0,0.07,20.9,35.4,32.8,86.9,70.8,46.7,0,False,False,30,0-500
892,27,16889.0,0.11,30.1,38.3,34.4,80.3,81.8,51.5,0,False,False,30,0-500
131526,27,17756.0,0.21,24.1,40.0,36.4,72.1,85.5,67.8,0,False,False,29,0-500
131672,58,12484.0,0.49,17.9,22.0,27.1,94.6,44.1,98.6,11,False,False,31,0-500
855,2,21490.0,0.18,27.6,22.4,36.0,80.6,96.2,84.0,11,False,False,28,0-500
859,37,9449.0,0.13,8.6,35.0,32.4,85.4,64.3,61.4,6,False,False,31,0-500
739,47,27858.0,0.06,24.9,32.8,42.8,71.0,89.3,75.4,0,False,False,34,0-500
763,27,14213.0,0.09,17.6,33.7,35.1,78.9,70.7,61.7,0,False,False,29,0-500
861,15,13835.0,0.06,15.8,31.7,35.6,82.6,65.6,53.0,6,False,False,29,0-500
641,7,17573.0,0.19,24.9,29.6,37.1,81.7,65.8,86.5,0,False,False,31,0-500
1014,2,33215.0,0.22,34.8,24.8,31.5,88.3,56.0,87.9,0,False,False,36,0-500
131582,9,46212.0,0.02,15.4,40.4,33.5,83.3,87.1,37.1,0,False,False,36,0-500
131497,23,9638.0,0.03,20.8,35.3,33.0,76.3,90.6,45.5,0,False,False,13,0-500
816,59,13850.0,0.3,19.5,20.4,26.5,86.7,64.2,96.2,0,False,False,22,0-500
743,49,30249.0,0.16,13.3,40.1,31.1,75.2,66.4,60.7,0,False,False,31,0-500
1037,44,15858.0,0.19,6.7,73.6,49.3,27.5,52.4,60.5,0,False,False,29,0-500
719,59,14630.0,0.46,18.3,24.7,27.9,80.6,60.7,98.3,0,False,False,30,0-500
912,59,16415.0,0.46,18.7,27.8,30.3,76.8,58.5,95.1,0,False,False,23,0-500
638042,48,892.0,0.04,7.6,48.0,38.5,66.4,88.3,29.9,0,False,False,10,0-500
699,60,16688.0,0.16,10.6,43.4,25.4,72.4,74.7,63.6,0,False,True,34,0-500
910,25,14735.0,0.12,28.4,28.0,37.5,78.6,69.4,72.9,0,False,False,26,0-500
922,2,17012.0,0.26,29.5,20.9,26.5,87.5,70.9,88.4,11,False,False,30,0-500
589127,27,4109.0,0.16,8.7,33.3,23.1,85.9,46.1,78.9,6,False,False,12,0-500
747,28,17687.0,0.1,8.2,52.6,44.7,47.8,95.9,47.4,0,False,False,36,0-500
1028,60,6082.0,0.39,12.3,41.8,26.7,70.8,92.2,74.0,0,False,True,29,0-500
622476,16,1381.0,0.38,7.7,47.4,35.7,51.3,97.7,85.4,0,False,False,14,0-500
690022,16,2651.0,0.15,9.2,47.7,35.6,60.7,70.7,63.8,0,False,False,24,0-500
128784,23,13273.0,0.02,28.1,33.5,36.3,78.8,84.2,27.8,0,False,False,17,0-500
131300,17,26068.0,0.11,38.7,34.7,39.4,72.5,70.6,63.8,0,False,False,30,0-500
888,45,59539.0,0.04,13.0,29.2,23.8,89.6,63.8,72.9,11,False,False,36,0-500
875,56,6847.0,0.11,21.0,32.0,41.3,70.1,89.6,58.4,0,False,False,26,0-500
826,17,18700.0,0.16,37.5,37.8,42.0,64.6,84.2,58.7,0,False,False,26,0-500
754,56,16155.0,0.13,21.9,44.2,44.1,53.4,88.0,58.3,0,False,False,29,0-500
755,16,40361.0,0.16,20.3,38.4,34.7,72.3,68.5,68.8,0,False,False,24,0-500
1021,56,3738.0,0.11,19.9,31.0,38.4,72.6,97.2,67.2,0,False,False,18,0-500
623262,9,35576.0,0.01,13.9,26.8,35.1,85.9,76.5,40.3,0,False,False,32,0-500
711,51,4393.0,0.08,4.6,33.0,34.7,77.7,85.8,54.2,0,False,False,13,0-500
907,60,32761.0,0.06,11.8,41.7,23.1,83.2,66.6,42.0,0,True,False,33,0-500
688,51,13648.0,0.08,9.9,29.1,32.8,79.9,62.0,64.1,0,False,False,35,0-500
715321,16,51333.0,0.17,18.5,41.7,37.7,64.5,69.7,70.1,0,False,False,35,0-500
775,25,19307.0,0.2,21.0,27.1,32.3,77.3,74.4,79.9,0,False,False,34,0-500
131631,27,9457.0,0.05,22.6,34.7,23.4,89.0,73.4,42.8,0,False,False,17,0-500
759,6,33332.0,0.03,19.8,48.8,47.2,51.0,76.7,40.6,0,False,False,32,0-500
644,60,21379.0,0.11,16.4,35.4,34.1,70.8,84.7,60.8,0,True,False,33,0-500
674,59,14915.0,0.43,14.4,28.9,30.7,79.1,58.8,97.6,0,False,False,21,0-500
964,27,40415.0,0.11,22.4,36.9,35.8,75.6,75.7,49.9,0,False,False,35,0-500
842,25,16039.0,0.18,26.0,25.6,34.9,76.4,86.8,78.7,0,False,False,32,0-500
675,60,38399.0,0.07,15.9,42.2,40.4,69.1,69.0,43.6,0,True,False,36,0-500
751,60,23598.0,0.07,9.5,44.0,29.7,73.0,80.2,56.6,0,True,False,35,0-500
832,59,15875.0,0.28,17.0,30.6,28.6,77.8,62.9,93.7,0,False,False,33,0-500
705,27,29952.0,0.05,27.5,30.0,26.5,89.8,66.3,46.2,0,False,False,23,0-500
131807,27,55334.0,0.02,19.2,37.8,29.8,85.9,71.4,34.7,0,False,False,33,0-500
682,34,18927.0,0.15,20.1,31.4,34.7,73.9,65.8,80.1,0,False,False,29,0-500
795,27,30876.0,0.07,19.0,36.1,32.5,79.3,66.2,43.2,0,False,False,34,0-500
131576,7,18056.0,0.22,18.4,39.2,34.0,63.9,94.2,78.5,0,False,False,34,0-500
131379,27,10438.0,0.1,16.8,38.7,32.6,72.9,75.4,48.2,0,False,False,29,0-500
131305,2,10808.0,0.15,24.6,27.8,27.5,87.8,48.2,81.1,1,False,False,30,0-500
714898,60,39710.0,0.14,19.3,32.2,35.5,73.5,99.5,66.7,0,False,False,34,0-500
131326,52,8741.0,0.35,13.0,31.7,22.2,83.1,66.7,93.7,0,False,False,6,0-500
856,59,20970.0,0.27,16.3,33.0,35.2,69.0,79.5,92.3,0,False,False,30,0-500
735,28,15383.0,0.16,12.2,50.5,43.8,49.6,77.1,50.6,0,False,False,35,0-500
131282,58,8892.0,0.02,14.8,27.8,26.5,85.9,53.4,74.3,0,False,False,15,0-500
131808,16,72381.0,0.15,15.5,43.5,27.5,66.7,63.8,76.6,0,False,False,34,0-500
587847,58,4535.0,0.81,13.7,25.9,25.2,78.9,18.1,99.3,0,False,False,15,0-500
700574,58,2546.0,0.61,12.1,34.9,38.0,59.7,17.3,98.7,0,False,False,26,0-500
706957,37,5049.0,0.14,12.4,36.2,25.0,69.5,25.3,85.6,11,False,False,7,0-500
624381,21,11855.0,0.01,12.8,36.9,28.7,76.7,65.8,20.2,0,False,False,16,0-500
982,53,10913.0,0.04,30.9,17.4,36.5,83.5,72.7,50.3,0,False,False,17,0-500
131438,34,17888.0,0.45,16.4,22.5,21.4,81.5,44.4,91.8,6,False,False,32,0-500
587658,2,23279.0,0.2,34.8,16.7,25.4,97.1,25.0,86.1,0,False,False,18,0-500
715,59,8545.0,0.26,15.4,28.7,25.7,70.7,61.9,88.3,0,False,False,26,0-500
623931,9,25350.0,0.01,19.9,25.8,27.7,85.1,93.1,22.7,0,False,False,19,0-500
131609,2,3561.0,0.31,11.1,27.7,21.7,85.5,24.7,80.5,0,False,False,19,0-500
131397,59,14375.0,0.21,18.3,24.0,20.8,87.8,39.7,88.8,0,False,False,29,0-500
614,60,5058.0,0.34,10.9,36.5,26.6,72.5,64.8,81.4,0,False,True,18,0-500
774,2,7107.0,0.26,23.7,22.7,30.3,76.2,44.8,80.6,0,False,False,31,0-500
799,11,52669.0,0.24,13.0,37.0,33.0,64.5,61.4,65.5,0,False,False,28,0-500
131440,9,44082.0,0.02,16.2,29.1,33.9,78.3,95.2,46.8,11,False,False,31,0-500
952,48,18205.0,0.24,22.0,37.9,38.8,54.7,91.9,63.0,6,False,False,31,0-500
886,16,27088.0,0.15,12.7,39.8,26.9,63.3,71.1,63.6,0,False,False,22,0-500
673,60,6868.0,0.08,18.3,36.1,35.6,63.5,85.4,41.9,0,True,False,15,0-500
696,60,28016.0,0.04,17.2,36.3,31.8,70.7,71.1,45.3,0,True,False,33,0-500
941,9,39871.0,0.04,15.5,36.2,34.9,70.0,97.2,37.5,0,False,False,27,0-500
648719,2,8663.0,0.4,19.4,20.1,23.4,79.0,73.6,89.1,6,False,False,30,0-500
909,60,35021.0,0.08,21.9,32.1,32.1,74.3,64.5,49.9,0,True,False,31,0-500
778,60,32428.0,0.11,17.2,28.9,28.8,81.2,62.9,60.5,0,True,False,36,0-500
1034,48,1838.0,0.09,9.8,48.2,39.4,51.7,99.7,45.9,0,False,False,12,0-500
828,59,10140.0,0.43,18.8,34.7,33.9,62.3,83.0,95.4,0,False,False,25,0-500
131492,44,36596.0,0.12,19.6,32.0,44.6,58.9,85.0,50.2,0,False,False,29,0-500
648,60,27342.0,0.08,16.9,39.7,36.1,66.7,88.1,45.2,0,True,False,33,0-500
131521,2,9165.0,0.11,15.6,28.1,31.1,77.0,61.9,79.3,1,False,False,32,0-500
726,3,7352.0,0.18,22.0,35.7,35.3,61.3,98.0,74.2,0,False,False,19,0-500
622266,23,7117.0,0.2,7.0,49.0,23.4,70.7,55.3,58.0,0,False,False,8,0-500
638525,17,7721.0,0.09,25.8,25.7,26.6,83.8,28.5,63.1,0,False,False,12,0-500
624870,21,2022.0,0.01,12.4,44.6,36.9,64.8,34.5,28.0,0,False,False,18,0-500
131700,60,7163.0,0.11,21.3,29.9,29.2,66.2,90.2,73.9,0,True,False,36,0-500
725120,32,2092.0,0.03,9.5,37.8,32.6,69.2,52.4,72.2,0,False,False,18,0-500
890,2,13747.0,0.4,28.2,24.0,28.2,79.8,71.5,94.5,0,False,False,30,0-500
793,53,9123.0,0.18,18.6,33.9,38.0,63.9,95.0,54.6,0,False,False,14,0-500
680,53,14408.0,0.13,21.1,35.1,43.6,59.5,99.8,46.7,0,False,False,29,0-500
709466,53,17736.0,0.08,15.4,42.8,43.2,54.7,99.9,39.8,0,False,False,35,0-500
131684,59,23705.0,0.23,16.2,23.1,25.0,80.0,47.3,90.2,0,False,False,32,0-500
850,27,30666.0,0.17,29.6,30.5,30.5,74.2,86.9,53.8,0,False,False,17,0-500
587946,45,5407.0,0.1,14.0,21.1,22.8,90.5,35.5,84.6,11,False,False,5,0-500
131310,38,10991.0,0.02,18.4,31.6,23.6,84.4,26.9,56.3,0,False,False,20,0-500
608,60,7141.0,0.19,16.3,35.6,29.6,60.6,90.4,77.5,0,False,True,25,0-500
571,59,11525.0,0.33,15.8,31.1,29.3,72.8,65.0,94.2,0,False,False,26,0-500
131616,60,11075.0,0.06,7.3,42.7,17.9,76.9,60.3,42.8,0,False,True,32,0-500
624855,21,12468.0,0.07,10.0,34.0,16.0,88.6,19.4,72.5,6,False,False,4,0-500
1001,9,38849.0,0.06,13.1,33.1,38.6,63.8,89.0,40.9,0,False,False,28,0-500
589259,21,3552.0,0.01,16.4,29.9,21.3,87.2,22.6,71.4,0,False,False,29,0-500
970,59,5240.0,0.44,15.4,40.6,34.5,63.9,29.2,81.2,0,False,False,17,0-500
589226,60,7281.0,0.34,20.7,27.2,28.0,76.1,68.4,82.6,0,False,True,22,0-500
625947,30,4693.0,0.18,10.0,23.9,21.2,86.4,32.7,83.1,0,False,False,19,0-500
1020,60,19621.0,0.2,14.9,33.8,30.8,69.5,65.6,54.2,0,False,True,33,0-500
991,53,6137.0,0.11,9.0,46.0,32.3,57.6,84.2,47.9,11,False,False,11,0-500
685,26,15267.0,0.13,22.1,36.6,35.8,63.6,68.3,71.8,0,False,False,18,0-500
762,28,2920.0,0.12,4.2,46.4,34.2,55.5,96.9,37.8,0,False,False,36,0-500
131317,17,18232.0,0.15,54.1,35.5,42.1,60.1,76.9,56.9,0,False,False,25,0-500
686,60,13029.0,0.11,7.8,43.2,23.1,74.4,66.1,52.3,0,False,True,32,0-500
623343,45,32557.0,0.08,12.2,35.2,24.1,75.4,35.1,71.8,11,False,False,29,0-500
920,30,19655.0,0.26,10.4,45.5,28.9,62.2,49.6,81.1,0,False,False,32,0-500
131486,30,25623.0,0.34,12.3,42.2,28.5,63.5,56.6,75.2,0,False,False,32,0-500
1042,30,18192.0,0.31,11.1,41.1,29.9,65.1,69.5,72.9,0,False,False,28,0-500
131511,30,11690.0,0.32,11.4,38.4,28.6,66.9,27.3,80.9,0,False,False,18,0-500
131635,16,50941.0,0.15,21.3,36.8,30.5,68.3,65.8,66.5,6,False,False,26,0-500
622527,60,9011.0,0.08,19.7,29.0,24.0,86.6,68.0,51.2,0,False,False,20,0-500
131399,2,11230.0,0.28,31.5,23.1,31.4,74.5,52.9,90.2,0,False,False,29,0-500
595858,60,62862.0,0.05,38.1,31.6,36.9,77.2,77.3,38.0,0,True,False,31,0-500
820,42,22687.0,0.18,19.9,30.8,40.3,61.4,80.2,55.3,0,False,False,35,0-500
131501,37,7002.0,0.13,20.4,27.4,26.0,74.1,63.2,76.2,11,False,False,28,0-500
887,52,6871.0,0.17,15.3,36.1,34.2,63.3,70.9,83.4,0,False,False,26,0-500
131638,27,20489.0,0.08,17.8,37.3,30.6,74.8,76.3,46.9,0,False,False,34,0-500
131277,17,10356.0,0.08,22.4,35.1,33.4,73.4,61.7,52.1,0,False,False,25,0-500
746,7,22115.0,0.11,26.5,33.9,36.3,66.4,80.4,65.7,6,False,False,32,0-500
780,60,46645.0,0.16,24.5,32.5,26.8,67.3,68.2,77.0,0,True,False,33,0-500
781,59,12625.0,0.31,18.3,23.6,24.2,77.4,55.5,88.6,0,False,False,33,0-500
1036,47,31430.0,0.14,26.2,28.4,36.9,67.6,77.3,82.3,0,False,False,33,0-500
900,15,10910.0,0.04,13.1,29.4,34.2,76.6,47.5,48.6,0,False,False,21,0-500
752,60,27322.0,0.03,11.0,42.2,29.9,69.3,71.5,45.4,0,True,False,35,0-500
1032,42,49161.0,0.2,17.7,30.4,39.6,66.4,71.4,60.0,0,False,False,36,0-500
790,7,30343.0,0.22,29.7,28.1,34.4,73.1,63.3,60.4,0,False,False,34,0-500
589325,17,22698.0,0.13,28.6,36.7,31.8,70.0,68.5,60.5,0,False,False,25,0-500
962,60,24593.0,0.08,17.2,33.9,31.5,66.9,66.8,63.6,0,True,False,36,0-500
880,60,21695.0,0.05,13.2,32.6,29.6,79.0,72.6,42.1,0,True,False,28,0-500
798,42,37143.0,0.19,16.9,31.3,36.9,69.8,66.4,57.4,0,False,False,36,0-500
893,59,22700.0,0.32,15.8,23.8,20.0,86.6,50.3,95.4,0,False,False,33,0-500
683,60,33101.0,0.05,16.4,35.5,24.2,76.9,64.5,59.3,0,True,False,32,0-500
804,59,11400.0,0.31,19.3,23.3,25.6,79.8,42.5,91.8,0,False,False,22,0-500
131551,23,55389.0,0.02,27.8,37.0,33.7,72.5,65.6,35.7,0,False,False,34,0-500
733,60,27266.0,0.17,23.8,28.5,26.7,79.4,73.0,62.9,0,True,False,26,0-500
587913,16,109715.0,0.16,24.1,30.4,31.1,65.7,68.7,73.9,0,False,False,36,0-500
884,27,61291.0,0.06,27.0,24.2,31.7,82.2,73.7,44.1,0,False,False,30,0-500
660806,15,4092.0,0.04,18.4,23.9,27.7,90.2,31.8,66.7,0,False,False,6,0-500
812,34,10117.0,0.27,19.9,22.7,30.7,75.8,72.3,88.6,0,False,False,32,0-500
131550,27,21889.0,0.04,25.8,33.2,28.9,81.3,68.0,44.6,0,False,False,24,0-500
589256,2,13529.0,0.2,37.3,23.5,29.7,74.5,62.1,74.5,11,False,False,24,0-500
736,34,16703.0,0.17,17.7,26.3,32.4,70.6,54.4,79.9,0,False,False,27,0-500
594842,60,25537.0,0.04,10.5,36.9,23.3,80.6,73.2,35.7,0,True,False,28,0-500
627,60,8366.0,0.1,4.1,38.7,23.2,78.0,83.0,39.3,0,False,True,28,0-500
814,60,27562.0,0.06,18.0,36.9,33.9,69.1,82.1,59.1,0,True,False,35,0-500
765,7,42331.0,0.28,27.8,28.0,32.5,73.5,71.0,82.9,6,False,False,31,500-1000
622860,15,5835.0,0.14,17.8,26.8,32.1,62.1,64.3,68.6,0,False,False,23,500-1000
131532,48,7763.0,0.15,15.9,35.6,38.7,53.9,94.2,47.8,0,False,False,30,500-1000
947,37,8100.0,0.19,8.5,33.2,23.1,66.6,85.2,70.7,0,False,False,32,500-1000
131623,59,18490.0,0.38,20.3,20.6,15.0,82.4,29.1,93.3,0,False,False,28,500-1000
673350,29,3776.0,0.24,10.7,22.0,17.7,84.2,20.5,85.2,11,False,False,13,500-1000
131792,37,1538.0,0.7,6.5,44.5,12.7,68.9,27.3,93.5,0,False,False,10,500-1000
621564,23,5768.0,0.02,26.1,22.8,22.1,92.0,32.9,27.2,0,False,False,12,500-1000
131788,26,16767.0,0.02,20.8,35.8,31.7,59.9,72.0,35.5,0,False,False,31,500-1000
131648,27,11475.0,0.12,21.2,36.7,37.9,52.8,54.6,66.3,0,False,False,27,500-1000
715387,27,2438.0,0.02,13.9,34.6,25.6,74.2,49.4,31.6,0,False,False,5,500-1000
694,7,28811.0,0.22,28.3,22.1,30.4,65.2,70.4,77.5,0,False,False,33,500-1000
638882,16,1696.0,0.38,14.3,41.0,31.3,47.1,85.1,87.1,0,False,False,9,500-1000
131564,2,12201.0,0.19,24.1,19.1,25.3,83.0,43.9,70.3,11,False,False,34,500-1000
131744,9,18763.0,0.06,18.3,31.6,37.0,58.8,94.0,28.8,0,False,False,17,500-1000
971,49,59049.0,0.12,10.8,40.6,32.4,58.9,56.5,47.2,0,False,False,30,500-1000
913,7,36586.0,0.33,34.2,23.9,30.6,65.2,66.5,87.5,0,False,False,30,500-1000
622455,17,1685.0,0.88,21.7,35.3,34.0,49.1,83.7,93.9,11,False,False,15,500-1000
622755,9,23469.0,0.07,13.5,30.1,23.9,75.0,91.7,40.4,0,False,False,19,500-1000
131595,16,2014.0,0.39,7.2,41.5,26.0,48.6,87.4,83.2,0,False,False,11,500-1000
131529,59,13325.0,0.34,21.5,18.2,19.0,78.8,41.7,95.8,0,False,False,22,500-1000
685084,14,2602.0,0.04,25.5,34.2,28.4,68.2,37.3,51.0,0,False,False,18,500-1000
718578,16,687.0,0.15,8.7,40.2,29.3,52.9,89.7,62.2,0,False,False,2,500-1000
824,60,33424.0,0.08,17.2,31.3,25.8,71.5,61.9,55.1,0,True,False,27,500-1000
131449,59,8355.0,0.43,13.8,26.5,23.7,76.8,40.9,82.1,0,False,False,16,500-1000
625974,17,4482.0,0.24,27.5,36.5,26.8,59.3,85.5,61.1,0,False,False,8,500-1000
131766,45,24964.0,0.05,11.4,32.9,20.1,75.1,21.8,75.6,0,False,False,28,500-1000
131774,21,2091.0,0.0,11.9,43.6,27.1,64.5,35.5,35.0,0,False,False,11,500-1000
750,56,19081.0,0.13,19.4,36.0,40.1,50.2,91.5,43.6,0,False,False,23,500-1000
621534,21,10374.0,0.05,11.7,41.0,15.8,78.6,40.9,40.4,0,False,False,32,500-1000
131581,9,35403.0,0.06,9.3,27.4,17.2,81.6,70.8,55.5,0,False,False,29,500-1000
404757,9,38472.0,0.27,15.3,25.8,24.3,76.0,60.1,60.3,0,False,False,33,500-1000
784,59,9855.0,0.17,15.5,22.0,22.8,72.7,63.6,83.1,0,False,False,29,500-1000
950,48,11501.0,0.2,23.4,33.8,38.5,49.3,94.2,61.8,0,False,False,35,500-1000
944,48,17849.0,0.16,19.6,33.8,39.3,51.1,96.3,53.2,11,False,False,36,500-1000
589199,34,2515.0,0.3,12.5,31.5,26.2,63.3,56.6,89.8,0,False,False,13,500-1000
839,34,16035.0,0.27,15.9,28.4,28.8,59.7,78.7,87.0,0,False,False,34,500-1000
843,25,12094.0,0.14,27.0,21.3,33.8,71.5,51.9,76.6,0,False,False,24,500-1000
131430,7,16294.0,0.27,15.3,30.3,26.1,64.2,83.7,87.3,6,False,False,33,500-1000
131410,59,13875.0,0.49,17.0,24.3,18.2,78.3,42.3,93.6,0,False,False,21,500-1000
706,60,26392.0,0.03,12.5,40.0,25.6,65.0,69.9,53.0,0,True,False,35,500-1000
131656,18,67550.0,0.12,32.0,22.2,24.4,78.0,89.1,55.8,0,False,False,36,500-1000
885,53,21420.0,0.12,15.8,35.6,38.6,49.4,99.8,41.6,0,False,False,32,500-1000
878,44,5002.0,0.29,9.9,49.2,38.2,34.7,62.6,77.3,0,False,False,28,500-1000
932,53,10891.0,0.14,12.2,34.7,31.7,54.9,86.9,54.2,11,False,False,26,500-1000
624552,53,9204.0,0.05,22.0,23.7,28.0,79.0,76.3,46.8,0,False,False,19,500-1000
623373,37,6045.0,0.03,14.5,24.3,29.2,70.5,45.3,73.5,11,False,False,26,500-1000
845,60,9987.0,0.25,15.0,27.8,23.8,65.3,69.4,92.7,0,True,False,28,500-1000
846,42,23369.0,0.24,18.4,30.2,34.1,60.2,72.9,63.0,0,False,False,32,500-1000
131461,51,9711.0,0.07,15.6,20.7,23.9,80.3,50.6,55.3,0,False,False,29,500-1000
589334,17,15728.0,0.13,51.3,32.3,38.8,53.7,78.0,49.3,1,False,False,23,500-1000
131339,44,16418.0,0.32,9.9,39.0,28.4,54.5,71.9,64.6,0,False,False,30,500-1000
632826,27,10524.0,0.01,43.7,24.4,28.8,73.1,69.1,42.0,0,False,False,7,500-1000
852,8,31720.0,0.05,15.6,29.3,35.2,61.6,74.4,58.5,0,False,False,36,500-1000
131745,45,21785.0,0.19,12.3,27.0,19.8,76.3,32.0,92.6,0,False,False,33,500-1000
940,48,17421.0,0.11,17.0,38.7,39.0,47.8,93.0,40.7,0,False,False,35,500-1000
587943,12,5637.0,0.17,15.0,21.7,34.1,67.0,76.5,55.6,1,False,False,21,500-1000
131747,59,2290.0,0.35,10.4,30.4,20.0,72.3,59.3,94.3,0,False,False,2,500-1000
131585,60,2926.0,0.01,2.5,44.0,15.4,78.7,61.7,28.7,0,False,False,3,500-1000
624747,23,1614.0,0.0,14.9,31.2,22.8,78.9,40.5,36.5,0,False,False,9,500-1000
131518,9,46951.0,0.02,15.5,28.7,25.6,79.1,90.6,28.2,11,False,False,29,500-1000
131754,2,9414.0,0.24,45.4,22.5,28.1,67.5,63.0,82.2,0,False,False,19,500-1000
